2,1213,2,978298458
2,434,2,978300174
2,3107,2,978300002
2,902,2,978298905
2,3256,2,978299839
2,3699,2,978299173
2,2427,2,978299913
2,95,2,978300143
2,21,1,978299839
2,1090,2,978298580
2,1968,2,978298881
2,1245,2,978299200
2,3893,1,978299535
3,1641,2,978298430
3,3619,2,978298201
3,1261,1,978297663
3,1265,2,978298316
3,2617,2,978297837
4,1196,2,978294199
4,3527,1,978294008
5,288,2,978246585
5,2268,2,978246033
5,860,2,978244493
5,2916,1,978245645
5,501,1,978244001
5,3578,2,978243803
5,3793,2,978243170
5,2058,1,978245740
5,3079,2,978246162
5,150,2,978245763
5,3728,2,978244568
5,6,2,978245916
5,800,2,978244540
5,52,2,978246479
5,1191,2,978246426
5,733,1,978245763
5,1268,2,978245948
5,3513,1,978243896
5,3514,2,978243869
5,2717,1,978241072
5,1127,1,978241390
5,2070,2,978243121
5,2437,2,978244759
5,1279,1,978245314
5,2725,2,978246162
5,3386,2,978245948
5,3744,1,978243896
5,3020,1,978245916
5,2159,1,978244808
5,3249,1,978245916
5,3176,2,978243085
5,2806,2,978243085
5,2734,2,978242788
5,3100,1,978245645
5,2952,2,978245790
5,3105,2,978246576
5,1721,1,978245763
5,1722,2,978246108
5,1653,2,978245891
5,3113,1,978242323
5,2028,2,978244053
5,2607,2,978242607
5,3266,2,978246162
5,1594,1,978245548
5,412,2,978245891
5,24,1,978242934
5,3051,2,978241434
5,1093,2,978242080
5,2188,1,978241390
5,202,2,978246033
5,1747,2,978245663
5,1966,2,978245931
5,353,2,978246504
5,356,1,978241112
5,357,2,978245829
6,296,2,978237379
6,2858,1,978236809
8,2490,2,978229293
8,2429,2,978231890
8,393,2,978229138
8,3173,2,978232012
8,2600,2,978229391
8,2320,2,978231802
8,1810,2,978231031
9,861,2,978226665
9,1552,2,978225489
9,3301,2,978225718
9,3452,2,978225746
9,3826,2,978225758
9,3755,2,978225613
9,2599,2,978225952
9,3484,2,978225778
10,3439,2,978229894
10,223,2,978225900
10,3525,2,978226500
10,180,2,978226766
10,1884,2,978229772
10,3703,2,978226805
10,3704,2,978228364
10,3066,2,978226866
10,932,2,979167985
10,3153,2,978229791
10,1639,2,979167795
10,1201,2,978225853
11,1682,1,978902586
11,2706,2,978902286
11,586,1,978904356
11,2639,2,978902477
11,2136,1,978903743
11,2712,1,978220669
11,2806,1,978904615
11,3396,1,978903107
11,3101,1,978902406
11,2598,1,978904299
11,2306,1,978904849
11,3552,1,978903278
11,1887,2,978902286
11,272,2,978902477
11,784,2,978904376
11,2907,2,978904916
11,788,1,978904053
11,3499,2,978902477
11,357,1,978903395
11,1461,1,978904682
11,435,1,978904682
11,1042,2,978221225
11,440,2,978220361
11,2355,1,978902350
11,2359,2,978903379
11,454,2,978220930
11,2431,2,978904634
11,2507,1,978904711
11,3174,2,978903658
11,3249,1,978221581
11,1573,1,978221307
11,3182,1,978909052
11,85,1,978902286
11,986,1,978220829
11,1665,2,978904327
11,2396,2,978902561
11,708,1,978902586
12,934,2,978218568
12,2616,1,978218568
13,1009,2,978202563
13,3494,2,978202393
13,3070,1,978202328
13,2414,2,978202433
13,368,2,978201969
13,60,2,978202491
13,457,2,978201811
13,2005,2,978202433
14,2572,1,978200645
14,2826,2,978200645
14,2694,1,978200689
14,1968,2,978200300
14,1982,1,978200340
14,608,1,978201244
14,2959,2,978200800
15,3354,2,978196692
15,2997,2,978196418
15,653,2,978212570
15,2702,1,978196848
15,3004,2,978196389
15,1840,2,978197493
15,231,2,978198790
15,160,2,978212507
15,3386,2,978212416
15,1783,2,978212494
15,3535,2,978197348
15,2161,2,978212698
15,1291,2,978212645
15,1885,2,978198150
15,2321,2,978198301
15,780,2,978198735
15,3566,2,978197314
15,357,1,978198125
15,2770,1,978196442
15,2278,2,978212210
15,2427,2,978212046
15,3301,2,978212228
15,3160,2,978196657
15,2506,2,978198277
15,1639,2,978198201
15,70,2,978212287
15,3247,2,978212185
15,1580,2,978197476
15,1729,2,978212210
15,2387,2,978212312
15,3261,2,978198493
15,2539,2,978199023
15,3773,2,978199167
15,2617,1,978197517
16,2555,2,978174296
16,2629,2,978174639
16,2701,2,978174795
16,2568,1,978174671
16,2713,2,978174639
16,3016,2,978174490
16,2720,1,978174597
16,2722,2,978174490
16,2723,2,978174671
16,266,2,978174188
16,2828,1,978174535
16,2856,1,978174597
16,2392,2,978174639
17,1779,2,978158536
17,2667,2,978161068
17,2668,2,978160933
17,3484,2,978158845
17,3638,2,978160993
17,503,2,978159568
17,1573,2,978160848
17,2526,2,978161068
17,2454,2,978160933
18,1186,1,978156664
18,3438,2,978152574
18,3439,1,978153977
18,1690,1,978153649
18,2,2,978152541
18,3877,1,978154123
18,3440,1,978153811
18,736,1,978154572
18,737,1,978154005
18,2718,2,978157105
18,168,1,978154572
18,3889,1,978154050
18,2723,1,978154589
18,3527,2,978153241
18,2807,1,978153701
18,1367,1,978152203
18,839,1,978154050
18,1005,1,978155434
18,405,1,978153874
18,1377,2,978153649
18,3623,1,978153453
18,1882,1,978154104
18,2253,1,978153936
18,2402,2,978153894
18,2404,2,978153977
18,1606,2,978153977
18,434,2,978153612
18,291,1,978152203
18,47,1,978155654
18,1049,1,978154621
18,2421,1,978154693
18,2422,1,978154031
18,377,2,978153219
18,1552,1,978154572
18,1126,1,978152596
18,1635,1,978156936
18,1562,1,978154104
18,1499,1,978154104
18,1064,2,978155020
18,532,1,978155861
18,2014,2,978155339
18,2953,1,978155409
18,546,2,978154104
18,2450,1,978154693
18,3257,2,978153771
18,2384,2,978155233
18,2025,2,978156808
18,2893,2,978153370
18,552,2,978153540
18,1801,1,978153513
18,485,2,978153854
18,2391,1,978155685
18,95,1,978153557
18,1591,1,978154005
18,1739,1,978153912
18,3911,1,978152319
18,3418,1,978153104
18,2617,1,978153540
18,208,1,978153771
18,2042,1,978155392
19,1327,2,978555404
19,2490,2,978147395
19,2713,2,982190719
19,2646,2,978555104
19,2647,2,978555104
19,2649,1,982190917
19,741,2,978555994
19,2720,1,982190694
19,2653,1,982190917
19,2160,2,978555141
19,1431,2,983124187
19,2094,2,978147334
19,3471,2,978557164
19,405,1,983124158
19,1371,2,978147395
19,1373,2,978299588
19,842,2,978555404
19,3623,2,979429449
19,2761,2,978556036
19,2699,1,978147232
19,2336,2,982190530
19,2338,2,978299555
19,1610,2,978147043
19,368,2,978147113
19,879,1,982190857
19,2782,2,982190791
19,2428,1,982190563
19,2367,2,982190694
19,2004,2,982190660
19,76,1,978300170
19,1717,2,978300170
19,3176,2,978554289
19,1214,2,978146863
19,2888,2,982190530
19,3325,2,979429594
19,1650,1,978554433
19,1655,1,982190791
19,2600,1,982191045
19,3409,2,982190602
19,2103,2,978555881
19,3928,2,978555222
20,3717,2,1009669071
21,596,1,978139446
21,3053,1,978138933
21,1645,1,978138977
21,2018,1,978139347
21,2394,1,978139446
21,3774,1,978138977
22,648,2,978134504
22,3355,1,978137167
22,2628,2,978154891
22,216,2,978154178
22,145,2,980066401
22,2054,2,981605266
22,587,2,978136667
22,3438,2,980066445
22,1909,1,978136804
22,2134,2,978153096
22,736,2,978136997
22,592,2,978136043
22,2572,2,978154074
22,1917,1,978137060
22,230,2,978136699
22,1347,2,978155097
22,1278,2,978134977
22,312,2,978154091
22,3388,2,978153337
22,248,2,978154178
22,2081,2,978153170
22,3896,2,991149493
22,1429,2,980066476
22,3535,2,978136372
22,1792,2,978136908
22,256,2,978154976
22,185,2,978137099
22,3037,2,978134744
22,1438,1,978136973
22,833,2,978154448
22,2671,2,978154111
22,1876,1,978154891
22,3113,1,978137118
22,1441,2,978154199
22,1377,1,978154032
22,3624,2,978134484
22,1953,2,978135792
22,1882,1,978155040
22,1883,2,978153733
22,344,2,978154074
22,1527,2,978154862
22,1385,2,980066492
22,1020,2,978154379
22,786,1,978137076
22,2763,2,980066445
22,353,1,978136857
22,2699,1,978136857
22,39,2,978153593
22,288,2,978136733
22,1608,1,978136874
22,2338,1,978137202
22,798,1,978137118
22,799,2,978153772
22,1037,1,978137099
22,2273,1,978136925
22,1544,1,978137060
22,1479,2,978136997
22,442,2,978154862
22,377,1,978136719
22,1552,2,978136925
22,2428,2,978154891
22,1485,1,978154074
22,1991,2,978155249
22,3300,1,978134462
22,454,2,978136616
22,1566,2,978135226
22,3247,2,978154448
22,3176,2,981605503
22,3826,1,978136372
22,546,2,978155040
22,473,2,978154448
22,3255,2,978153864
22,3257,1,978136958
22,1580,2,978153806
22,112,2,980066476
22,3835,2,978137118
22,480,2,978154833
22,2393,1,978154862
22,2396,2,978134929
22,2100,2,978153058
22,1091,2,978153321
22,2616,1,980066509
22,2470,2,978153190
22,208,2,980066243
22,2985,2,978134049
23,1248,2,978462452
23,3420,2,978465796
23,1320,2,978464461
23,659,2,978466366
23,2,2,978461604
23,1407,2,978466309
23,3877,1,978461689
23,661,2,978460739
23,1269,2,978466204
23,2642,1,993706986
23,2643,1,993707035
23,161,2,978466204
23,162,2,978463137
23,2140,2,978461513
23,1343,2,978466309
23,3521,1,978462330
23,3525,2,993706924
23,319,2,978466204
23,3101,2,978466115
23,327,2,993706949
23,2091,1,978464842
23,1009,2,978461513
23,1876,1,978464598
23,11,2,978465404
23,2176,2,978466366
23,1019,2,978461308
23,3489,2,978461604
23,348,2,978465537
23,2253,2,978461708
23,2259,2,993706924
23,924,2,978463956
23,3702,1,978464267
23,3703,2,978464019
23,3634,2,978465744
23,1967,2,978461604
23,2699,2,978464541
23,357,1,978465462
23,2193,2,978461604
23,435,2,978133468
23,2411,2,993706949
23,293,2,978462452
23,47,2,978460152
23,3147,2,978465744
23,2419,2,978133428
23,1617,2,978462195
23,521,2,978462640
23,3741,2,978462640
23,2005,1,978461513
23,1060,1,978465404
23,2952,2,978462735
23,3253,2,978465505
23,2021,2,978461604
23,3763,2,978462735
23,1227,2,978462330
23,2530,2,978464842
23,556,2,978463137
23,2390,2,978465575
23,3266,1,978465462
23,2105,2,978461410
23,1674,2,978466115
23,3920,2,978461308
23,2117,2,978464541
23,1171,2,978460152
24,3354,1,978132906
24,266,2,978132963
24,3707,1,978131551
24,372,1,978133072
24,1584,2,978133665
24,208,1,978134085
25,3798,2,978386265
25,2700,2,978131240
25,1831,2,978132594
25,588,2,978385998
25,1920,2,978133433
25,2804,2,978386028
25,329,2,978132488
25,1876,2,978132424
25,1371,2,978132424
25,1882,1,978132853
25,788,2,978132488
25,3676,1,978132285
25,2393,2,978132424
26,2628,2,978143313
26,3287,2,978140681
26,216,2,978145295
26,1689,2,978140284
26,2053,1,978145681
26,3500,2,978144939
26,2059,1,978139535
26,2700,1,978141688
26,2701,2,978272041
26,3362,2,978272609
26,585,2,978139966
26,586,2,978140049
26,3,2,978140022
26,2134,2,978141783
26,1409,2,978141204
26,1196,2,978143174
26,2716,2,978146800
26,3448,2,978142647
26,231,1,978139639
26,1777,2,978139056
26,1347,2,978146940
26,818,1,978140541
26,3450,2,978139209
26,673,2,978140454
26,317,2,978143330
26,248,2,978140284
26,1425,2,978144977
26,3608,1,978141896
26,3108,2,978274244
26,830,2,978140333
26,832,2,978274244
26,1298,2,978146940
26,1003,2,978271488
26,2746,1,978146876
26,333,1,978145560
26,261,2,978274244
26,337,1,978130782
26,267,2,978140520
26,1517,1,978142451
26,2247,2,978147012
26,2174,1,978141688
26,1376,1,978143197
26,2683,1,978385333
26,1883,2,978144324
26,413,2,978139790
26,2759,2,978139536
26,344,1,978140097
26,1381,2,978142672
26,3703,2,978143197
26,1388,2,978273171
26,784,1,978139991
26,1021,2,978140454
26,3638,2,978273135
26,788,1,978141204
26,1028,1,978142738
26,429,1,978140438
26,38,2,978145985
26,2335,2,978140566
26,1461,2,978145736
26,1463,2,978145597
26,1390,2,978145310
26,1391,1,978145944
26,1100,2,978141233
26,1035,2,978273268
26,432,2,978145481
26,2412,2,978146047
26,368,2,978139503
26,2418,2,978146974
26,441,2,978142561
26,370,1,978140333
26,518,1,978140071
26,445,1,978139936
26,2423,2,978141566
26,1556,2,978141377
26,1485,1,978139220
26,2791,1,978141700
26,1126,1,978140254
26,2794,2,978147128
26,2795,2,978141602
26,450,2,978144498
26,1994,2,978146835
26,2798,1,978146047
26,455,2,978140530
26,1703,2,978271539
26,64,2,978141204
26,2291,1,978142589
26,2369,2,978146955
26,1498,2,978139182
26,2003,2,978146955
26,1201,2,978273280
26,2004,1,978139721
26,1711,2,978139311
26,539,2,978138972
26,466,2,978139936
26,3247,2,978276085
26,3248,2,978145803
26,104,2,978138608
26,2012,2,978271309
26,2953,2,978145709
26,612,2,978145202
26,1079,2,978146649
26,3252,2,978138847
26,3253,2,978141649
26,3254,1,978142952
26,2459,1,978273082
26,1588,2,978142647
26,1220,2,978271358
26,3408,2,978271489
26,487,2,978146357
26,2392,2,978146155
26,3268,1,978146180
26,2539,2,978139357
26,122,2,978141322
26,1597,2,978141204
26,1302,2,978146594
26,994,2,978273596
26,3846,2,978146876
26,1097,2,978143197
26,3418,2,978144088
26,208,2,978144615
26,135,2,978140333
26,2111,2,978141807
26,2042,2,978145709
27,2987,2,978129223
27,2,1,978129692
27,2138,2,978129642
27,3593,1,978128865
27,528,2,978129768
27,2003,2,978128821
27,2005,1,978129692
27,2872,2,978129642
27,2100,2,978129662
28,1249,2,978982185
28,144,2,978982281
28,3101,2,978125359
28,266,2,978982323
28,47,2,978982203
28,1617,2,978125515
28,454,2,978125255
28,2011,2,978125358
28,2033,2,978982338
29,2989,2,978136274
29,3793,1,978136022
29,2058,2,978136162
29,3366,2,978136307
29,163,2,978136162
29,1356,2,978136239
29,1370,2,978136129
29,912,2,978123093
29,1376,2,978136239
29,21,2,978136022
