1,778,2,1142812800
1,3046,1,1061164800
2,2901,2,1027987200
3,1055,2,964828800
3,1091,2,966038400
4,2562,1,1003622400
4,2816,2,1013644800
4,2882,2,1020038400
4,3161,1,1060128000
4,2428,2,1004400000
9,1068,1,1104192000
12,3370,2,1115856000
12,3655,1,1135123200
12,750,2,1114214400
12,1136,2,1080777600
12,2303,2,1116547200
12,3358,2,1094515200
12,2319,2,1075248000
12,2781,1,1123286400
14,132,2,1093305600
17,3186,2,1082419200
17,3019,2,1038700800
17,1846,2,1038873600
17,3540,2,1147132800
17,3312,2,1108771200
17,3549,2,1132617600
17,3121,1,1055894400
17,3741,1,1152835200
17,3728,2,1161820800
17,3161,2,1058313600
17,3907,2,1187136000
17,3097,2,1055808000
17,3764,1,1158019200
17,3676,2,1160006400
17,3353,2,1105142400
17,3079,2,1049846400
17,3104,2,1075420800
17,2964,2,1035331200
17,3213,1,1077580800
17,3254,2,1080864000
17,3258,2,1087257600
17,3845,1,1187136000
17,3509,2,1138838400
17,3224,2,1131148800
17,47,2,1030060800
17,2592,2,1039305600
17,2453,2,1015891200
17,3893,2,1193270400
17,3622,2,1147132800
17,3199,2,1079913600
17,2875,1,1018396800
17,2909,1,1021334400
17,3819,2,1187654400
17,3465,2,1132099200
17,3642,2,1150761600
17,2191,2,1046217600
18,2388,1,997920000
18,2271,2,1009238400
20,3412,1,1115596800
20,3817,2,1153872000
20,3729,1,1150848000
20,3676,1,1136332800
20,1089,2,1146700800
20,3792,1,1150848000
20,3674,1,1146182400
20,3210,1,1121731200
20,3908,1,1173744000
20,3772,1,1154044800
20,3552,1,1151020800
20,3,1,1146182400
20,3427,2,1114041600
20,3509,1,1120262400
20,3653,2,1129161600
20,2867,1,1044403200
20,2642,1,1137110400
20,3888,2,1176940800
20,929,1,1122336000
20,3686,1,1150761600
20,3550,2,1121731200
21,2882,1,1073174400
21,2982,2,1114300800
21,3444,1,1119052800
21,104,1,1073174400
21,2428,2,1073692800
23,1275,2,947548800
24,1020,2,1294358400
25,402,1,966124800
25,395,2,966124800
25,392,1,966124800
25,664,1,966124800
25,808,2,958608000
25,1160,2,968198400
25,586,2,976665600
25,1648,2,1046476800
27,718,2,1050192000
28,3046,1,1062460800
28,3467,1,1120694400
28,3485,1,1120608000
29,893,2,1122076800
29,2562,1,1095724800
32,2693,1,1092787200
33,2690,2,1202774400
33,1087,2,1202860800
34,623,2,1118793600
34,1338,2,1118448000
39,748,2,959040000
