1	4417	9	20160628
1	11330	10	20030714
1	375	10	20021008
1	2421	10	20160201
1	12378	9	20120123
1	2668	10	20090206
1	7907	9	20150704
1	18487	10	20010615
1	4101	10	20081120
1	640	10	20211116
1	9676	7	20160201
1	1251	10	20160628
1	4387	10	20080601
1	14304	10	20030223
1	251	9	20220219
1	4201	9	20160201
1	15498	10	20150508
1	7999	10	20110704
1	59	8	20030626
1	4734	10	20220219
1	2866	10	20150508
1	16127	9	20180620
1	3721	9	20180319
1	2771	10	20180319
1	18480	10	20000310
1	5108	10	20110317
1	19400	10	20130613
1	2418	8	20230113
1	1601	10	20110704
1	12177	5	20150717
1	17485	9	20150704
1	143	7	20220219
1	20368	10	20230113
1	9743	8	20030714
2	14512	6	20170913
2	19470	7	20080301
2	1049	10	20160424
2	6307	8	20130127
2	8720	9	20130127
2	5681	10	20040217
2	5682	10	20171110
2	4396	7	20011014
2	706	8	20041118
2	1457	9	20120722
2	8444	10	20170612
2	2377	10	20201215
2	1738	10	20170612
2	2378	10	20011014
2	1108	7	20000327
2	6804	9	20201215
2	2821	9	20040217
2	8853	7	20080301
2	2406	10	20120722
3	129	10	20080311
3	1234	10	20110929
3	1688	7	20160314
3	4460	8	20180815
3	1751	10	20180825
3	2726	10	20160314
3	70	10	20141006
3	8095	7	20140523
3	4464	8	20210626
3	4923	8	20130527
3	8090	9	20141006
3	8096	8	20140523
3	2393	10	20080705
3	4467	7	20010806
3	4472	10	20130527
3	4463	8	20180815
3	4465	10	20140325
3	4474	9	20140523
3	8091	9	20141006
4	9183	8	20150914
4	161	8	20200726
4	1304	6	20200712
4	18397	7	20140605
4	1307	10	20120916
4	2725	10	20150914
4	832	9	20211225
4	10585	6	20211225
4	825	10	20040123
4	9909	9	20120916
4	9906	9	20150914
4	4979	8	20150914
4	13480	8	20050531
4	16054	8	20050531
5	7247	8	20150925
5	1403	8	20150221
5	5172	9	20131203
5	2284	8	20080621
5	5	7	20011113
5	4405	7	20181019
5	350	8	20130520
5	7760	7	20131203
5	1680	7	20011027
5	3839	8	20130520
5	2399	9	20120110
5	5628	8	20161119
5	1676	8	20131102
5	336	8	20130520
5	3148	9	20131009
5	13791	10	20180904
5	675	8	20100623
5	4655	8	20160801
5	9139	8	20080621
5	11183	8	20140331
5	603	8	20040922
5	2612	10	20141106
5	2404	8	20150221
5	13370	10	20180406
5	21383	7	20051031
5	9307	8	20210412
5	5071	9	20131203
5	17766	7	20070718
5	21822	10	20120810
5	14	9	20120110
5	242	8	20210412
5	471	10	20040901
5	5178	8	20161106
5	2508	8	20090916
5	900	7	20150925
5	59	7	20190511
5	2271	8	20000630
5	19009	7	20210204
5	19248	7	20210412
5	13967	7	20150703
5	13684	8	20051031
5	13975	7	20110624
5	19314	8	20150221
5	749	9	20230317
5	3971	8	20110918
5	363	7	20181019
5	15379	10	20190511
5	1741	10	20120531
5	14522	8	20061006
5	14349	10	20120810
5	11395	7	20061219
5	2419	8	20150703
5	1326	9	20080111
5	1926	8	20000630
5	902	10	20190606
5	21821	10	20220606
5	3206	8	20200624
5	6024	10	20220606
5	850	6	20100623
5	4151	10	20210418
5	13362	6	20021107
5	10462	7	20131102
5	17246	7	20211217
5	21819	6	20080621
5	3202	10	20000630
5	1503	8	20190320
5	3896	8	20061006
5	1531	8	20181019
5	688	10	20011105
5	8616	7	20011027
5	107	8	20131102
5	584	9	20140331
5	961	8	20170724
5	4526	8	20071001
5	2065	9	20080111
5	3452	7	20181019
5	5372	7	20110918
5	1982	8	20190511
5	102	9	20001210
5	103	9	20200421
5	1362	9	20090302
5	701	8	20100812
6	12774	7	20210919
6	5323	5	20171206
6	7090	7	20070518
6	2896	8	20100701
6	20375	8	20190419
6	6739	7	20061212
6	16654	6	20171206
6	10014	8	20070511
6	20378	10	20051118
6	502	9	20150129
6	886	9	20190923
6	16925	9	20061212
6	2035	8	20090115
6	402	9	20221104
6	15667	8	20050318
6	17624	9	20130630
6	11545	7	20210919
6	20377	8	20070511
6	11146	8	20150129
6	3315	8	20210731
6	7944	7	20171206
6	9544	9	20150109
6	19102	8	20061212
6	6508	4	20070518
6	6509	8	20150109
6	20376	9	20090914
6	12782	10	20050318
6	14109	10	20140713
6	13412	8	20100503
6	10742	9	20100503
6	5435	7	20230301
6	4986	6	20150129
6	19099	8	20070415
6	15551	6	20100701
7	2877	7	20131230
7	375	9	20170223
7	885	8	20151231
7	6445	8	20151126
7	596	10	20010821
7	8782	7	20170425
7	7542	4	20070608
7	5346	9	20060205
7	3428	9	20051030
7	423	9	20110311
7	452	10	20141125
7	10174	7	20200321
7	5198	10	20030502
7	1422	8	20221027
7	9670	8	20060912
7	2911	9	20060205
7	4074	4	20140826
7	2545	8	20141125
7	3352	8	20200507
7	9179	7	20170425
7	8344	8	20030502
7	808	9	20191230
7	7227	8	20010808
7	13623	9	20060205
7	387	8	20151231
7	3847	8	20130303
7	13898	10	20090709
7	13461	2	20131010
7	17253	9	20140826
7	3586	10	20170223
7	3129	6	20041011
8	1648	8	20010602
8	956	9	20030707
8	4019	8	20190921
8	4017	8	20121129
8	2496	8	20120430
8	1577	10	20101004
8	519	10	20221208
8	19118	8	20140507
8	21135	5	20140129
8	1329	8	20040319
8	20975	7	20031231
8	5268	9	20130515
8	3133	9	20120416
8	872	8	20151221
8	6510	9	20031231
8	1771	9	20180510
8	6902	9	20071104
8	703	9	20021113
8	9851	9	20150417
8	1366	9	20110403
8	13409	9	20230318
8	1694	9	20081112
8	9181	9	20220214
8	2033	10	20000414
8	13354	8	20130420
8	7097	8	20130614
8	19084	8	20050604
8	12274	9	20120416
8	19651	10	20080517
8	4559	6	20160429
8	18549	10	20061108
8	15683	7	20110209
8	7656	9	20211004
8	18163	8	20210530
8	19368	7	20041106
8	2503	8	20011119
8	4072	9	20030122
8	7225	8	20210211
8	21851	8	20180510
8	5418	9	20200320
8	2804	9	20170429
8	209	10	20160410
8	11430	9	20081219
8	11797	10	20130515
8	9556	9	20040118
8	2841	9	20040331
8	9072	9	20050224
8	13960	9	20040328
8	10860	9	20170828
8	3240	9	20191204
8	9198	8	20110908
8	573	9	20180724
8	4014	8	20010630
8	5361	8	20000428
8	14006	8	20201105
8	20908	9	20020208
8	5543	7	20230220
8	21854	9	20080809
8	4262	9	20040505
8	4328	8	20091127
8	5897	9	20130129
8	12363	10	20130923
8	19186	9	20040505
8	10535	8	20161204
8	10924	8	20140129
8	7127	9	20210211
8	1349	8	20220527
8	18119	10	20210328
8	6749	10	20150918
8	18097	5	20110220
8	5424	5	20120807
8	4033	10	20100222
8	5184	8	20041221
8	12352	8	20040726
8	5070	6	20080906
8	16467	9	20130507
8	15208	7	20110403
8	19008	6	20030114
8	21845	8	20221017
8	6128	5	20060902
8	5386	9	20170222
8	11288	8	20040726
8	21547	9	20221017
8	15593	8	20021009
8	21739	5	20110908
8	13719	10	20171219
8	19166	7	20090526
8	2689	5	20090609
8	13988	9	20111215
8	4358	9	20121026
8	991	8	20080517
8	12694	9	20190703
8	14241	8	20101004
8	698	8	20121026
8	1964	8	20040726
8	16414	7	20050614
8	14026	8	20150801
8	9438	10	20051225
8	6621	6	20170721
8	20969	5	20190909
8	6582	7	20140807
8	8601	7	20170521
8	21793	9	20130507
8	16571	5	20020705
8	8722	8	20080813
8	16229	8	20130515
8	13866	9	20001224
8	12786	3	20090727
8	2704	9	20020208
8	2933	9	20100828
8	7812	9	20080517
8	6817	9	20120926
8	16698	9	20080517
8	2800	9	20230815
8	13373	8	20100222
8	9432	8	20031222
8	9388	7	20080315
8	9130	10	20220417
8	20682	9	20210328
8	4038	8	20190909
8	7125	8	20220527
8	6680	8	20120301
8	7803	9	20230220
8	606	9	20151221
8	4979	10	20210910
8	12032	10	20170811
8	797	10	20170712
8	2891	8	20230220
8	635	9	20060811
8	12215	9	20041005
8	6666	10	20030308
8	17181	7	20120429
8	8173	8	20080103
8	8100	9	20080201
8	21856	5	20120416
8	20233	7	20040726
8	21860	8	20220417
8	2085	8	20021226
8	20640	9	20171005
8	15652	9	20130317
8	7541	8	20081112
8	21840	10	20190613
8	17668	8	20140330
8	3393	7	20160429
8	3579	6	20000428
8	7518	8	20210226
8	7291	9	20090526
8	1084	8	20110722
8	9016	7	20231215
8	15210	7	20120430
8	9177	7	20120704
8	15903	8	20130917
8	8188	8	20030327
8	1041	9	20090911
8	1919	8	20130507
8	1705	7	20191123
8	3062	7	20110116
8	7048	9	20120807
8	7953	9	20130420
8	6270	10	20220214
8	9021	9	20010408
8	224	9	20060811
8	9020	9	20010814
8	7500	8	20210328
8	11754	10	20000917
8	9330	10	20190703
8	5896	9	20170616
8	7043	8	20221208
8	5547	8	20180728
8	8628	8	20190930
8	14292	8	20211231
8	16020	6	20170712
8	21613	8	20221208
8	12419	5	20100828
8	5834	9	20041221
8	7155	8	20190909
